"treatKey","cowKey","treatDate","treatType","VF","reason","diseaseKey","comment","Cost","WitholdingPeriod"
"1195","301","1993-08-03 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1201","302","1993-04-18 00:00:00","T_META","FARMER","CALCUM","","2 bottles","",""
"1202","302","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1203","302","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1204","302","1992-04-05 00:00:00","T_META","FARMER","MAGNES","","2bottles in skin","",""
"1205","302","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1206","302","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1209","303","1993-07-26 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1210","303","1993-08-03 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1213","304","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1214","304","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1215","304","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1218","304","1992-04-10 00:00:00","T_INTR","FARMER","SPEC F","","","",""
"1219","304","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1220","304","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1221","304","1993-05-11 00:00:00","T_META","FARMER","CALCUM","","1 bottle","",""
"1224","305","1993-07-26 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1225","305","1993-08-03 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1227","306","1993-07-26 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1228","306","1993-08-03 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1230","307","1993-07-26 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1231","307","1993-08-03 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1232","308","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1233","308","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1234","308","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1235","308","1992-03-25 00:00:00","T_ANTB","FARMER","PENSA","","20ml Mylipen","",""
"1236","308","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1237","308","1992-07-09 00:00:00","T_ANTB","FARMER","PENSA","","Mylipen","",""
"1238","308","1993-01-15 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1241","309","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1242","309","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1243","309","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1244","309","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1248","310","1993-07-26 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1249","310","1993-08-03 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1252","311","1993-07-26 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1253","311","1993-08-03 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1256","312","1993-04-26 00:00:00","T_INTR","FARMER","SPEC F","","","",""
"1257","312","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1258","312","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1259","312","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1260","312","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1266","314","1993-07-26 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1267","314","1993-08-03 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1268","315","1992-05-19 00:00:00","TTRACE","","IODINE","","4ml","",""
"1269","316","1992-05-19 00:00:00","TTRACE","","IODINE","","4ml","",""
"1270","317","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1271","318","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1272","319","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1273","320","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1340","465","1993-07-26 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1341","465","1993-08-03 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1347","466","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1348","466","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1349","466","1993-12-22 00:00:00","T_ANTB","FARMER","PENSA","","","",""
"1350","466","1993-01-15 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1351","466","1992-02-27 00:00:00","T_ANTB","FARMER","PENSA","","20ml Mylipen","",""
"1362","469","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1363","469","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1364","469","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1370","470","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1371","470","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1372","470","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1387","474","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1388","474","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1389","474","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1390","474","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1405","478","1993-07-26 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1406","478","1993-08-03 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1422","481","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1423","481","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1424","481","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1425","481","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1436","485","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1437","485","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1438","485","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1442","486","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1443","486","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1444","486","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1453","487","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1454","487","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1455","487","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1456","487","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1457","487","1993-01-15 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1461","488","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1462","488","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1463","488","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1477","490","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1478","490","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1479","490","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1488","493","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1489","493","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1490","493","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1491","493","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1497","494","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1498","494","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1499","494","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1508","495","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1509","495","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1510","495","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1511","495","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1520","496","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1521","496","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1522","496","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1523","496","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1524","496","1992-07-30 00:00:00","T_ANTB","FARMER","PENSA","","20ml Mylipen","",""
"1530","497","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1531","497","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1532","497","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1537","499","1993-07-26 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1538","499","1993-08-03 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1546","501","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1547","501","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1548","501","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1554","502","1993-07-06 00:00:00","T_HORM","VET","PROSTA","","","",""
"1555","502","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1556","502","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1559","502","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1560","502","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1570","503","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1571","503","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1572","503","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1582","504","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1583","504","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1584","504","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1597","506","1993-04-18 00:00:00","T_META","FARMER","CALCUM","","1 bottle","",""
"1598","506","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1599","506","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1600","506","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1601","506","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1602","506","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1608","507","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1609","507","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1610","507","1992-05-19 00:00:00","TTRACE","","IODINE","","4ml","",""
"1613","508","1993-07-26 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1614","508","1993-08-03 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1616","509","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1617","509","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1618","509","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1620","510","1993-07-26 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1621","510","1993-08-03 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1627","512","1993-07-26 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1628","512","1993-08-03 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1634","513","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1635","513","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1636","513","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1639","514","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1640","514","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1641","514","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1651","515","1993-07-26 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1652","515","1993-08-03 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1660","517","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1661","517","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1662","517","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1663","517","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1664","517","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1673","519","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1674","519","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1675","519","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1676","519","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1677","519","1993-01-15 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1678","519","1992-02-04 00:00:00","T_INTR","FARMER","SPEC F","","","",""
"1681","520","1993-07-26 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1682","520","1993-08-03 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1685","521","1993-07-26 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1686","521","1993-08-03 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1696","524","1993-07-26 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1697","524","1993-08-03 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1704","527","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1705","527","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1706","527","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1707","527","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1711","528","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1712","528","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1713","528","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1725","535","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1726","535","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1727","535","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1741","544","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1742","544","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1743","544","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1744","544","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1761","555","1993-04-01 00:00:00","T_INTR","FARMER","SPEC F","","","",""
"1762","555","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1763","555","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1764","555","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1765","555","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1776","557","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1777","557","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1778","557","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1779","557","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1791","559","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1792","559","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1793","559","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1794","559","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1795","559","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1799","560","1993-07-26 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1800","560","1993-08-03 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1885","595","1993-07-26 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1886","595","1993-08-03 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1907","603","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1908","603","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1922","606","1993-07-26 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1923","606","1993-08-03 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1928","607","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1929","607","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1930","607","1992-03-02 00:00:00","T_ANTB","FARMER","PESSAR","","","",""
"1931","607","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1932","607","1992-02-04 00:00:00","T_INTR","FARMER","SPEC F","","","",""
"1942","608","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1943","608","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1944","608","1993-12-26 00:00:00","T_ANTB","FARMER","PENSA","","","",""
"1945","608","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1946","608","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1947","608","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1956","611","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1957","611","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1958","611","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1959","611","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1960","611","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1967","612","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1968","612","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1969","612","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1973","613","1993-03-27 00:00:00","T_INTR","FARMER","SPEC F","","","",""
"1974","613","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1975","613","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1976","613","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"1977","613","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"1986","614","1993-05-12 00:00:00","T_INTR","FARMER","SPEC F","","","",""
"1987","614","1993-06-22 00:00:00","T_HORM","VET","PROSTA","","","",""
"1988","614","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"1989","614","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"1992","614","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"2006","616","1993-07-26 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"2007","616","1993-08-03 00:00:00","TTRACE","FARMER","SELEN","","","",""
"2018","618","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"2019","618","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"2022","618","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"2023","618","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"2027","619","1993-07-26 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"2028","619","1993-08-03 00:00:00","TTRACE","FARMER","SELEN","","","",""
"2036","620","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"2037","620","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"2038","620","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"2039","620","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"2041","621","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"2042","621","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"2043","621","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"2055","623","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"2056","623","1993-01-15 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"2067","627","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"2068","627","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"2069","627","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"2075","628","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"2076","628","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"2077","628","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"2078","628","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"2079","628","1993-02-05 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"2086","630","1993-07-26 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"2087","630","1993-08-03 00:00:00","TTRACE","FARMER","SELEN","","","",""
"2100","632","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"2101","632","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"2102","632","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"2103","632","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"2110","633","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"2111","633","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"2112","633","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"2120","634","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"2121","634","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"2122","634","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"2123","634","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"2124","634","1992-07-13 00:00:00","T_ANTB","FARMER","PENSA","","20ml Mylipen","",""
"2125","634","1993-01-15 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"2129","636","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"2130","636","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"2131","636","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"2135","637","1993-07-26 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"2136","637","1993-08-03 00:00:00","TTRACE","FARMER","SELEN","","","",""
"2155","646","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"2156","646","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"2157","646","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"2164","651","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"2165","651","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"2166","651","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"2167","651","1992-05-19 00:00:00","TTRACE","","IODINE","","4ml","",""
"2172","654","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"2173","654","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"2174","654","1994-01-14 00:00:00","T_DCT","FARMER","ORB DC","","","",""
"2175","654","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"2185","656","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"2186","656","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"2187","656","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"2196","660","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"2197","660","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"2198","660","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"2206","661","1993-07-26 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"2207","661","1993-08-03 00:00:00","TTRACE","FARMER","SELEN","","","",""
"2329","720","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"2330","720","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"2331","720","1992-05-19 00:00:00","TTRACE","","IODINE","","4ml","",""
"2337","721","1993-03-29 00:00:00","T_INTR","FARMER","SPEC F","","","",""
"2338","721","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"2339","721","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"2340","721","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"2347","723","1993-07-15 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"2348","723","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"2349","723","1992-05-12 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"2350","723","1992-06-24 00:00:00","T_HORM","VET","PROSTA","","","",""
"2353","724","1993-07-29 00:00:00","TTRACE","FARMER","SELEN","","","",""
"2354","724","1992-05-19 00:00:00","TTRACE","FARMER","IODINE","","4ml","",""
"2362","725","1993-07-26 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"2363","725","1993-08-03 00:00:00","TTRACE","FARMER","SELEN","","","",""
"2369","726","1993-07-26 00:00:00","TVACCI","FARMER","LEPTO","","","",""
"2370","726","1993-08-03 00:00:00","TTRACE","FARMER","SELEN","","","",""
