"vreKey","cowKey","vreDate","reason","diagnosis","extra","vetKey","comment"
NA,6407,2017-03-24,NA,"empty",NA,NA,NA
NA,7152,2017-03-24,NA,"empty",NA,NA,NA
NA,6227,2017-03-24,NA,"empty",NA,NA,NA
NA,7495,2017-03-24,NA,"empty",NA,NA,NA
NA,7636,2017-03-24,NA,"empty",NA,NA,NA
NA,6267,2017-03-24,NA,"empty",NA,NA,NA
NA,6570,2017-03-24,NA,"empty",NA,NA,NA
NA,7633,2017-03-24,NA,"empty",NA,NA,NA
NA,7622,2017-03-24,NA,"empty",NA,NA,NA
NA,7265,2017-03-24,NA,"empty",NA,NA,NA
NA,7366,2017-03-24,NA,"empty",NA,NA,NA
NA,5744,2017-03-24,NA,"empty",NA,NA,NA
NA,7061,2017-03-24,NA,"empty",NA,NA,NA
NA,5638,2017-03-24,NA,"empty",NA,NA,NA
NA,7021,2017-03-24,NA,"empty",NA,NA,NA
NA,6698,2017-03-24,NA,"empty",NA,NA,NA
NA,7682,2017-03-24,NA,"empty",NA,NA,NA
NA,7992,2017-03-24,NA,"empty",NA,NA,NA
NA,8994,2017-03-24,NA,"empty",NA,NA,NA
NA,6238,2017-03-24,NA,"empty",NA,NA,NA
NA,5666,2017-03-24,NA,"empty",NA,NA,NA
NA,7730,2017-03-24,NA,"empty",NA,NA,NA
NA,4611,2017-03-24,NA,"empty",NA,NA,NA
NA,7051,2017-03-24,NA,"empty",NA,NA,NA
NA,5662,2017-03-24,NA,"empty",NA,NA,NA
NA,7645,2017-03-24,NA,"empty",NA,NA,NA
NA,7561,2017-03-24,NA,"empty",NA,NA,NA
NA,7074,2017-03-24,NA,"empty",NA,NA,NA
NA,5732,2017-03-24,NA,"empty",NA,NA,NA
NA,6480,2017-03-24,NA,"empty",NA,NA,NA
NA,6936,2017-03-24,NA,"empty",NA,NA,NA
NA,7630,2017-03-24,NA,"empty",NA,NA,NA
NA,7640,2017-03-24,NA,"empty",NA,NA,NA
NA,6499,2017-03-24,NA,"empty",NA,NA,NA
NA,5346,2017-03-24,NA,"empty",NA,NA,NA
NA,6464,2017-03-24,NA,"empty",NA,NA,NA
NA,5715,2017-03-24,NA,"empty",NA,NA,NA
NA,7142,2017-03-24,NA,"empty",NA,NA,NA
NA,7126,2017-03-24,NA,"empty",NA,NA,NA
NA,6990,2017-03-24,NA,"empty",NA,NA,NA
NA,6850,2017-03-24,NA,"empty",NA,NA,NA
NA,7641,2017-03-24,NA,"empty",NA,NA,NA
NA,9009,2017-03-24,NA,"empty",NA,NA,NA
NA,5746,2017-03-24,NA,"empty",NA,NA,NA
NA,7690,2017-03-24,NA,"empty",NA,NA,NA
NA,6845,2017-03-24,NA,"empty",NA,NA,NA
NA,6345,2017-03-24,NA,"empty",NA,NA,NA
NA,7488,2017-03-24,NA,"empty",NA,NA,NA
NA,6423,2017-03-24,NA,"empty",NA,NA,NA
NA,6418,2017-03-24,NA,"empty",NA,NA,NA
NA,5770,2017-03-24,NA,"empty",NA,NA,NA
NA,7178,2017-03-24,NA,"empty",NA,NA,NA
NA,6739,2017-03-24,NA,"empty",NA,NA,NA
NA,9036,2017-03-24,NA,"empty",NA,NA,NA
NA,7800,2017-03-24,NA,"empty",NA,NA,NA
NA,5729,2017-03-24,NA,"empty",NA,NA,NA
NA,7596,2017-03-24,NA,"empty",NA,NA,NA
NA,7638,2017-03-24,NA,"empty",NA,NA,NA
NA,7164,2017-03-24,NA,"empty",NA,NA,NA
NA,7179,2017-03-24,NA,"empty",NA,NA,NA
NA,7141,2017-03-24,NA,"empty",NA,NA,NA
NA,7339,2017-03-24,NA,"empty",NA,NA,NA
NA,8926,2017-03-24,NA,"empty",NA,NA,NA
NA,7101,2017-03-24,NA,"empty",NA,NA,NA
NA,7704,2017-03-24,NA,"empty",NA,NA,NA
NA,9002,2017-03-24,NA,"empty",NA,NA,NA
NA,6343,2017-03-24,NA,"empty",NA,NA,NA
NA,5651,2017-03-24,NA,"empty",NA,NA,NA
NA,7220,2017-03-24,NA,"empty",NA,NA,NA
NA,5852,2017-03-24,NA,"empty",NA,NA,NA
NA,7118,2017-03-24,NA,"empty",NA,NA,NA
NA,7718,2017-03-24,NA,"empty",NA,NA,NA
NA,5749,2017-03-24,NA,"empty",NA,NA,NA
NA,6242,2017-03-24,NA,"empty",NA,NA,NA
NA,7734,2017-03-24,NA,"empty",NA,NA,NA
NA,6947,2017-03-24,NA,"empty",NA,NA,NA
NA,7789,2017-03-24,NA,"empty",NA,NA,NA
NA,7676,2017-03-24,NA,"empty",NA,NA,NA
NA,7273,2017-03-24,NA,"empty",NA,NA,NA
NA,9030,2017-03-24,NA,"empty",NA,NA,NA
NA,6968,2017-03-24,NA,"empty",NA,NA,NA
NA,6384,2017-03-24,NA,"empty",NA,NA,NA
NA,5751,2017-03-24,NA,"empty",NA,NA,NA
NA,7172,2017-03-24,NA,"empty",NA,NA,NA
NA,7006,2017-03-24,NA,"empty",NA,NA,NA
NA,6479,2017-03-24,NA,"empty",NA,NA,NA
NA,7140,2017-03-24,NA,"empty",NA,NA,NA
NA,6919,2017-03-24,NA,"empty",NA,NA,NA
NA,6868,2017-03-24,NA,"empty",NA,NA,NA
NA,5719,2017-03-24,NA,"empty",NA,NA,NA
NA,7328,2017-03-24,NA,"empty",NA,NA,NA
NA,6348,2017-03-24,NA,"empty",NA,NA,NA
NA,6583,2017-03-24,NA,"empty",NA,NA,NA
NA,5740,2017-03-24,NA,"empty",NA,NA,NA
NA,6774,2017-03-24,NA,"empty",NA,NA,NA
NA,8019,2017-03-24,NA,"empty",NA,NA,NA
NA,6949,2017-03-24,NA,"empty",NA,NA,NA
NA,8355,2017-03-24,NA,"empty",NA,NA,NA
NA,7186,2017-03-24,NA,"empty",NA,NA,NA
NA,9026,2017-03-24,NA,"empty",NA,NA,NA
NA,6592,2017-03-24,NA,"empty",NA,NA,NA
NA,8188,2017-03-24,NA,"empty",NA,NA,NA
NA,7053,2017-03-24,NA,"empty",NA,NA,NA
NA,6386,2017-03-24,NA,"empty",NA,NA,NA
NA,5572,2017-03-24,NA,"empty",NA,NA,NA
NA,6688,2017-03-24,NA,"empty",NA,NA,NA
NA,6236,2017-03-24,NA,"empty",NA,NA,NA
NA,7073,2017-03-24,NA,"empty",NA,NA,NA
NA,7781,2017-03-24,NA,"empty",NA,NA,NA
NA,9017,2017-03-24,NA,"empty",NA,NA,NA
NA,6765,2017-03-24,NA,"empty",NA,NA,NA
NA,6256,2017-03-24,NA,"empty",NA,NA,NA
NA,6718,2017-03-24,NA,"empty",NA,NA,NA
NA,9057,2017-03-24,NA,"empty",NA,NA,NA
NA,7208,2017-03-24,NA,"empty",NA,NA,NA
NA,5753,2017-03-24,NA,"empty",NA,NA,NA
NA,6692,2017-03-24,NA,"empty",NA,NA,NA
NA,7174,2017-03-24,NA,"empty",NA,NA,NA
NA,6618,2017-03-24,NA,"empty",NA,NA,NA
NA,6891,2017-03-24,NA,"empty",NA,NA,NA
NA,5800,2017-03-24,NA,"empty",NA,NA,NA
NA,7696,2017-03-24,NA,"empty",NA,NA,NA
NA,6438,2017-03-24,NA,"empty",NA,NA,NA
NA,7720,2017-03-24,NA,"empty",NA,NA,NA
NA,5750,2017-03-24,NA,"empty",NA,NA,NA
NA,6865,2017-03-24,NA,"empty",NA,NA,NA
NA,5828,2017-03-24,NA,"empty",NA,NA,NA
NA,8928,2017-03-24,NA,"empty",NA,NA,NA
NA,7049,2017-03-24,NA,"empty",NA,NA,NA
NA,7068,2017-03-24,NA,"empty",NA,NA,NA
NA,8101,2017-03-24,NA,"empty",NA,NA,NA
NA,7802,2017-03-24,NA,"empty",NA,NA,NA
NA,6696,2017-03-24,NA,"empty",NA,NA,NA
NA,5724,2017-03-24,NA,"empty",NA,NA,NA
NA,7589,2017-03-24,NA,"empty",NA,NA,NA
NA,5711,2017-03-24,NA,"empty",NA,NA,NA
NA,6699,2017-03-24,NA,"empty",NA,NA,NA
NA,9147,2017-03-24,NA,"empty",NA,NA,NA
NA,8325,2017-03-24,NA,"empty",NA,NA,NA
NA,10002,2017-03-24,NA,"empty",NA,NA,NA
NA,9513,2017-03-24,NA,"empty",NA,NA,NA
NA,8217,2017-03-24,NA,"empty",NA,NA,NA
NA,8394,2017-03-24,NA,"empty",NA,NA,NA
NA,7771,2017-03-24,NA,"empty",NA,NA,NA
NA,9868,2017-03-24,NA,"empty",NA,NA,NA
NA,9723,2017-03-24,NA,"empty",NA,NA,NA
NA,9034,2017-03-24,NA,"empty",NA,NA,NA
NA,9730,2017-03-24,NA,"empty",NA,NA,NA
NA,9817,2017-03-24,NA,"empty",NA,NA,NA
NA,9913,2017-03-24,NA,"empty",NA,NA,NA
NA,9169,2017-03-24,NA,"empty",NA,NA,NA
NA,8533,2017-03-24,NA,"empty",NA,NA,NA
NA,9641,2017-03-24,NA,"empty",NA,NA,NA
NA,9192,2017-03-24,NA,"empty",NA,NA,NA
NA,9252,2017-03-24,NA,"empty",NA,NA,NA
NA,9834,2017-03-24,NA,"empty",NA,NA,NA
NA,9745,2017-03-24,NA,"empty",NA,NA,NA
NA,8035,2017-03-24,NA,"empty",NA,NA,NA
NA,5664,2017-03-24,NA,"empty",NA,NA,NA
NA,8088,2017-03-24,NA,"empty",NA,NA,NA
NA,10016,2017-03-24,NA,"empty",NA,NA,NA
NA,9889,2017-03-24,NA,"empty",NA,NA,NA
NA,7905,2017-03-24,NA,"empty",NA,NA,NA
NA,8789,2017-03-24,NA,"empty",NA,NA,NA
NA,8614,2017-03-24,NA,"empty",NA,NA,NA
NA,9576,2017-03-24,NA,"empty",NA,NA,NA
NA,9130,2017-03-24,NA,"empty",NA,NA,NA
NA,9213,2017-03-24,NA,"empty",NA,NA,NA
NA,9870,2017-03-24,NA,"empty",NA,NA,NA
NA,8102,2017-03-24,NA,"empty",NA,NA,NA
NA,8522,2017-03-24,NA,"empty",NA,NA,NA
NA,8967,2017-03-24,NA,"empty",NA,NA,NA
NA,9929,2017-03-24,NA,"empty",NA,NA,NA
NA,8797,2017-03-24,NA,"empty",NA,NA,NA
NA,9608,2017-03-24,NA,"empty",NA,NA,NA
NA,9273,2017-03-24,NA,"empty",NA,NA,NA
NA,9547,2017-03-24,NA,"empty",NA,NA,NA
NA,8939,2017-03-24,NA,"empty",NA,NA,NA
NA,7706,2017-03-24,NA,"empty",NA,NA,NA
NA,8250,2017-03-24,NA,"empty",NA,NA,NA
NA,9885,2017-03-24,NA,"empty",NA,NA,NA
NA,9557,2017-03-24,NA,"empty",NA,NA,NA
NA,8390,2017-03-24,NA,"empty",NA,NA,NA
NA,8764,2017-03-24,NA,"empty",NA,NA,NA
NA,7859,2017-03-24,NA,"empty",NA,NA,NA
NA,9703,2017-03-24,NA,"empty",NA,NA,NA
NA,9848,2017-03-24,NA,"empty",NA,NA,NA
NA,9420,2017-03-24,NA,"empty",NA,NA,NA
NA,9877,2017-03-24,NA,"empty",NA,NA,NA
NA,9721,2017-03-24,NA,"empty",NA,NA,NA
NA,8809,2017-03-24,NA,"empty",NA,NA,NA
NA,9983,2017-03-24,NA,"empty",NA,NA,NA
NA,9699,2017-03-24,NA,"empty",NA,NA,NA
NA,9174,2017-03-24,NA,"empty",NA,NA,NA
NA,9940,2017-03-24,NA,"empty",NA,NA,NA
NA,9811,2017-03-24,NA,"empty",NA,NA,NA
NA,8022,2017-03-24,NA,"empty",NA,NA,NA
NA,9969,2017-03-24,NA,"empty",NA,NA,NA
NA,8730,2017-03-24,NA,"empty",NA,NA,NA
NA,9601,2017-03-24,NA,"empty",NA,NA,NA
NA,10004,2017-03-24,NA,"empty",NA,NA,NA
NA,9738,2017-03-24,NA,"empty",NA,NA,NA
NA,7732,2017-03-24,NA,"empty",NA,NA,NA
NA,9309,2017-03-24,NA,"empty",NA,NA,NA
NA,9778,2017-03-24,NA,"empty",NA,NA,NA
NA,8515,2017-03-24,NA,"empty",NA,NA,NA
NA,9683,2017-03-24,NA,"empty",NA,NA,NA
NA,9198,2017-03-24,NA,"empty",NA,NA,NA
NA,8935,2017-03-24,NA,"empty",NA,NA,NA
NA,9067,2017-03-24,NA,"empty",NA,NA,NA
NA,9190,2017-03-24,NA,"empty",NA,NA,NA
NA,9674,2017-03-24,NA,"empty",NA,NA,NA
NA,9394,2017-03-24,NA,"empty",NA,NA,NA
NA,9245,2017-03-24,NA,"empty",NA,NA,NA
NA,7387,2017-03-24,NA,"empty",NA,NA,NA
NA,9536,2017-03-24,NA,"empty",NA,NA,NA
NA,7008,2017-03-24,NA,"empty",NA,NA,NA
NA,9304,2017-03-24,NA,"empty",NA,NA,NA
NA,9961,2017-03-24,NA,"empty",NA,NA,NA
NA,8822,2017-03-24,NA,"empty",NA,NA,NA
NA,8334,2017-03-24,NA,"empty",NA,NA,NA
NA,9106,2017-03-24,NA,"empty",NA,NA,NA
NA,9717,2017-03-24,NA,"empty",NA,NA,NA
NA,9824,2017-03-24,NA,"empty",NA,NA,NA
NA,10046,2017-03-24,NA,"empty",NA,NA,NA
NA,9925,2017-03-24,NA,"empty",NA,NA,NA
NA,8523,2017-03-24,NA,"empty",NA,NA,NA
NA,9863,2017-03-24,NA,"empty",NA,NA,NA
NA,9727,2017-03-24,NA,"empty",NA,NA,NA
NA,9900,2017-03-24,NA,"empty",NA,NA,NA
NA,7879,2017-03-24,NA,"empty",NA,NA,NA
NA,9161,2017-03-24,NA,"empty",NA,NA,NA
NA,8312,2017-03-24,NA,"empty",NA,NA,NA
NA,9724,2017-03-24,NA,"empty",NA,NA,NA
NA,6364,2017-03-24,NA,"empty",NA,NA,NA
NA,7289,2017-03-24,NA,"empty",NA,NA,NA
NA,9211,2017-03-24,NA,"empty",NA,NA,NA
NA,9271,2017-03-24,NA,"empty",NA,NA,NA
NA,9562,2017-03-24,NA,"empty",NA,NA,NA
NA,8304,2017-03-24,NA,"empty",NA,NA,NA
NA,7333,2017-03-24,NA,"empty",NA,NA,NA
NA,10035,2017-03-24,NA,"empty",NA,NA,NA
NA,9948,2017-03-24,NA,"empty",NA,NA,NA
NA,10017,2017-03-24,NA,"empty",NA,NA,NA
NA,9661,2017-03-24,NA,"empty",NA,NA,NA
NA,9295,2017-03-24,NA,"empty",NA,NA,NA
NA,9567,2017-03-24,NA,"empty",NA,NA,NA
NA,7081,2017-03-24,NA,"empty",NA,NA,NA
NA,7091,2017-03-24,NA,"empty",NA,NA,NA
NA,9803,2017-03-24,NA,"empty",NA,NA,NA
NA,9754,2017-03-24,NA,"empty",NA,NA,NA
NA,9791,2017-03-24,NA,"empty",NA,NA,NA
NA,9850,2017-03-24,NA,"empty",NA,NA,NA
NA,9825,2017-03-24,NA,"empty",NA,NA,NA
NA,9600,2017-03-24,NA,"empty",NA,NA,NA
NA,9275,2017-03-24,NA,"empty",NA,NA,NA
NA,9932,2017-03-24,NA,"empty",NA,NA,NA
NA,9812,2017-03-24,NA,"empty",NA,NA,NA
NA,7715,2017-03-24,NA,"empty",NA,NA,NA
NA,9965,2017-03-24,NA,"empty",NA,NA,NA
NA,9572,2017-03-24,NA,"empty",NA,NA,NA
NA,10000,2017-03-24,NA,"empty",NA,NA,NA
NA,9129,2017-03-24,NA,"empty",NA,NA,NA
NA,8680,2017-03-24,NA,"empty",NA,NA,NA
NA,8135,2017-03-24,NA,"empty",NA,NA,NA
NA,9164,2017-03-24,NA,"empty",NA,NA,NA
NA,9996,2017-03-24,NA,"empty",NA,NA,NA
NA,8512,2017-03-24,NA,"empty",NA,NA,NA
NA,7790,2017-03-24,NA,"empty",NA,NA,NA
NA,9224,2017-03-24,NA,"empty",NA,NA,NA
NA,9031,2017-03-24,NA,"empty",NA,NA,NA
NA,9766,2017-03-24,NA,"empty",NA,NA,NA
NA,9482,2017-03-24,NA,"empty",NA,NA,NA
NA,8958,2017-03-24,NA,"empty",NA,NA,NA
NA,9564,2017-03-24,NA,"empty",NA,NA,NA
NA,9617,2017-03-24,NA,"empty",NA,NA,NA
NA,7708,2017-03-24,NA,"empty",NA,NA,NA
NA,9591,2017-03-24,NA,"empty",NA,NA,NA
NA,9648,2017-03-24,NA,"empty",NA,NA,NA
NA,8722,2017-03-24,NA,"empty",NA,NA,NA
NA,8496,2017-03-24,NA,"empty",NA,NA,NA
NA,10051,2017-03-24,NA,"empty",NA,NA,NA
NA,9660,2017-03-24,NA,"empty",NA,NA,NA
NA,9135,2017-03-24,NA,"empty",NA,NA,NA
NA,9816,2017-03-24,NA,"empty",NA,NA,NA
NA,9618,2017-03-24,NA,"empty",NA,NA,NA
NA,9881,2017-03-24,NA,"empty",NA,NA,NA
NA,7516,2017-03-24,NA,"empty",NA,NA,NA
NA,9153,2017-03-24,NA,"empty",NA,NA,NA
NA,9560,2017-03-24,NA,"empty",NA,NA,NA
NA,9645,2017-03-24,NA,"empty",NA,NA,NA
NA,9808,2017-03-24,NA,"empty",NA,NA,NA
NA,8780,2017-03-24,NA,"empty",NA,NA,NA
NA,9873,2017-03-24,NA,"empty",NA,NA,NA
NA,9879,2017-03-24,NA,"empty",NA,NA,NA
NA,9552,2017-03-24,NA,"empty",NA,NA,NA
NA,8091,2017-03-24,NA,"empty",NA,NA,NA
NA,9290,2017-03-24,NA,"empty",NA,NA,NA
NA,9779,2017-03-24,NA,"empty",NA,NA,NA
NA,8439,2017-03-24,NA,"empty",NA,NA,NA
NA,8050,2017-03-24,NA,"empty",NA,NA,NA
NA,9733,2017-03-24,NA,"empty",NA,NA,NA
NA,9856,2017-03-24,NA,"empty",NA,NA,NA
NA,9700,2017-03-24,NA,"empty",NA,NA,NA
NA,9992,2017-03-24,NA,"empty",NA,NA,NA
NA,8734,2017-03-24,NA,"empty",NA,NA,NA
NA,9594,2017-03-24,NA,"empty",NA,NA,NA
NA,8307,2017-03-24,NA,"empty",NA,NA,NA
NA,9914,2017-03-24,NA,"empty",NA,NA,NA
NA,9785,2017-03-24,NA,"empty",NA,NA,NA
NA,9980,2017-03-24,NA,"empty",NA,NA,NA
NA,8046,2017-03-24,NA,"empty",NA,NA,NA
NA,9236,2017-03-24,NA,"empty",NA,NA,NA
NA,9684,2017-03-24,NA,"empty",NA,NA,NA
NA,8407,2017-03-24,NA,"empty",NA,NA,NA
NA,9556,2017-03-24,NA,"empty",NA,NA,NA
NA,9814,2017-03-24,NA,"empty",NA,NA,NA
NA,9301,2017-03-24,NA,"empty",NA,NA,NA
