CowKey,Herd,CowExternalKey,LifetimeID,PedigreeNumber,ElectronicID,RemovalDate,BirthDate,BoughtDate,ToCullDate,LactationNumber,LactNumberEst,BW,BWReliability,Name,Breed,Sire,Dam,DamExternalKey,comment,InitialLactationStatus,InitialDueSire,InitialDueDate,RemovalFate,RemovalReason1,RemovalReason2,RemovalReason3,RemovalComment,StockClass,ABVFat,ABVProtein,ABVMilk,TransferID,PW,CowNumber,PWRel,ExpCalfPW,ExpCalfPWRel
406,2669680,8170658,XVX-88-6,,,31/05/1998,14/08/1988,,,8,FALSE,17,40,,F12J4,62888,,4217588,,,,,CULLED,FTC,,,,COW,,,,,,174,,,
407,2669680,10489315,XVX-92-56,,,15/03/1999,2/09/1992,,,5,FALSE,18,49,,F10J2,63206,XVX-89-28        ,8127102,,,,,CULLED,UDR BD,,,,COW,,,,,,175,,,
408,2669680,10489299,XVX-92-37,,,10/09/1998,23/08/1992,,,3,FALSE,40,49,,F8 J4,63773,XVX-89-11        ,8127178,,,,,CULLED,DIFCLV,,,,COW,,,,,,176,,,
409,2669680,10489343,XVX-92-25,,,31/05/1998,18/08/1992,,,4,FALSE,36,52,,F,63773,XVX-85-34        ,4895446,,,,,CULLED,FTC,,,,COW,,,,,,177,,,
410,2669680,10489308,XVX-92-43,,,31/05/1998,26/08/1992,,,4,FALSE,56,51,,F,63366,XVX-87-34        ,8127781,,,,,CULLED,FTC,,,,COW,,,,,,178,,,
411,2669680,11202225,XVX-93-58,,,,31/08/1993,,,5,FALSE,61,55,,F,63895,XVX-87-50        ,8127792,,,,,,,,,,COW,,,,,135.8,179,76.7,112.7,19.3
412,2669680,8127132,XVX-89-68,,,19/08/1996,15/09/1989,,,6,FALSE,24,43,,J8,62325,XVX-85-10        ,4895739,,,,,DIED,OTHER,,,,COW,,,,,,180,,,
413,2669680,13122239,GTML-95-37,,,,22/08/1995,,,3,FALSE,59,51,,F,89219,BMQM-89-33       ,7731338,,,,,,,,,,COW,,,,,100.8,180,69,81.4,19.4
414,2669680,8127184,XVX-89-54,,,,4/09/1989,,,9,FALSE,22,45,,F4 J4,63206,,4217588,,,,,,,,,,COW,,,,,46.6,181,78.7,,
415,2669680,8127199,XVX-89-8,,,20/11/1998,16/08/1989,,,7,FALSE,9,44,,F6 J2,62849,XVX-86-33        ,5705160,,,,,CULLED,RESPIRATORY,,,Chronic weight loss,COW,,,,,,182,,,
416,2669680,9637450,XVX-91-21,,,,17/08/1991,,,7,FALSE,39,55,,F12J4,63366,XVX-88-64        ,8127189,,,,,,,,,,COW,,,,,100.3,183,80.1,,
417,2669680,12335200,XVX-94-55,,,1/08/1998,2/09/1994,,,2,FALSE,4,47,,F,63895,XVX-85-56        ,4895385,,,,,CULLED,FTC,,,,COW,,,,,,184,,,
418,2669680,8127765,XVX-87-19,,,,6/08/1987,,,11,FALSE,18,58,DTR OF NO 47,F8 J8,82228,,4217463,,,,,,,,,,COW,,,,,65.3,185,78.1,,
419,2669680,13122231,GTML-95-36,,,,21/08/1995,,,3,FALSE,58,51,,F,662625,BLWF-89-2        ,7507643,,,,,,,,,,COW,,,,,72,186,68.9,80.8,19.4
420,2669680,11202207,XVX-93-20,,,26/08/1996,14/08/1993,,,2,FALSE,32,46,,F,63622,XVX-90-32        ,8882581,,,,,DIED,DIFCLV,,,,COW,,,,,,186,,,
421,2669680,10489313,XVX-92-58,,,23/09/1996,9/09/1992,,,3,FALSE,24,43,,F12J4,63773,XVX-88-58        ,8127188,,,,,DIED,G STAG,,,,COW,,,,,,187,,,
422,2669680,13122224,GTML-95-34,,,,20/08/1995,,,3,FALSE,35,52,,F,90279,4/4813/84/8437   ,2913162,,,,,,,,,,COW,,,,,36.3,187,69.4,72.2,14.2
423,2669680,5705168,XVX-86-55,,,,30/08/1986,,,11,FALSE,34,54,DTR OF NO 83,F12J4,76264,,4217492,,,,,,,,,,COW,,,,,118.6,188,79.9,,
424,2669680,8127078,XVX-89-46,,,11/03/1999,31/08/1989,,,8,FALSE,34,38,,F8,63206,2/17035/84/847   ,2815245,,,,,CULLED,LAMEREM,,,,COW,,,,,,189,,,
425,2669680,10489348,XVX-92-48,,,1/05/1999,30/08/1992,,,5,FALSE,49,52,,F,63202,XVX-88-52        ,8127109,,,,,CULLED,NOTPREGNANT,,,,COW,,,,,,190,,,
426,2669680,8127157,XVX-89-53,,,1/05/1999,3/09/1989,,,8,FALSE,21,40,,F4 X4,63071,,4217551,,,,,CULLED,NOTPREGNANT,,,,COW,,,,,,191,,,
427,2669680,10489317,XVX-92-5,,,15/03/1999,5/08/1992,,,5,FALSE,30,41,,F12J4,63366,2/17035/84/8412  ,2815250,,,,,CULLED,UDR BD,,,,COW,,,,,,192,,,
428,2669680,12335201,XVX-94-67,,,,7/09/1994,,,4,FALSE,46,53,,F,63714,XVX-91-58        ,9637461,,,,,,,,,,COW,,,,,123.3,193,73.8,76.5,15
429,2669680,12335204,XVX-94-69,,,,10/09/1994,,,4,FALSE,24,52,,F,63714,XVX-85-57        ,4895515,,,,,,,,,,COW,,,,,42.7,194,73.1,68.5,14.2
430,2669680,10489345,XVX-92-30,,,16/05/1997,18/08/1992,,,3,FALSE,-7,49,,F12,63474,XVX-89-17        ,8127191,,,,,CULLED,NOTPREGNANT,,,,COW,,,,,,195,,,
431,2669680,13099163,FCLQ-95-73,,,,31/08/1995,,,3,FALSE,52,51,,F11J5,662076,CRDR-89-68       ,7694493,,,,,,,,,,COW,,,,,103.4,195,69,85.2,18.6
432,2669680,8882593,XVX-90-39,,,,3/09/1990,,,8,FALSE,38,42,,F,63206,XVX-86-14        ,5705345,,,,,,,,,,COW,,,,,79.5,196,78.9,76.2,12.9
433,2669680,10489340,XVX-92-57,,,,2/09/1992,,,6,FALSE,-5,51,,F,62888,,4217586,,,,,,,,,,COW,,,,,-26.9,197,78.3,,
434,2669680,4895446,XVX-85-34,,,15/03/1999,12/08/1985,,,10,FALSE,28,56,DTR OF NO 71,F12J4,77209,,4217480,,,,,CULLED,OLDAGE,LOWPRD,,,COW,,,,,,198,,,
435,2669680,12335183,XVX-94-71,,,,14/09/1994,,,4,FALSE,56,52,,F12J4,63684,XVX-85-26        ,4895484,,,,,,,,,,COW,,,,,113.7,199,72.4,112.6,18.9
436,2669680,8127191,XVX-89-17,,,1/05/1999,21/08/1989,,,8,FALSE,6,49,,F8,63071,,4534272,,,,,CULLED,NOTPREGNANT,,,,COW,,,,,,200,,,
437,2669680,13122207,GTML-95-51,,,30/07/1997,27/08/1995,,,1,FALSE,51,43,,F,90279,BMQM-86-33       ,5651964,,,,,SOLD,,,,,COW,,,,,,201,,,
438,2669680,8882567,XVX-90-12,,,1/08/1998,20/08/1990,,,6,FALSE,1,51,,F12J4,63071,,4217440,,,,,CULLED,UNKNWN,,,,COW,,,,,,202,,,
439,2669680,8882601,XVX-90-28,,,1/08/1998,27/08/1990,,,6,FALSE,29,54,,F,63206,XVX-85-34        ,4895446,,,,,CULLED,FTC,,,,COW,,,,,,203,,,
440,2669680,11202222,XVX-93-60,,,,2/09/1993,,,5,FALSE,4,53,,F,63622,XVX-90-56        ,8882582,,,,,,,,,,COW,,,,,17.6,204,76.7,72.8,19
441,2669680,4895374,XVX-85-55,,,1/05/1999,23/08/1985,,,9,FALSE,33,55,DTR OF NO 44,F12J4,77209,,4217460,,,,,CULLED,NOTPREGNANT,,,,COW,,,,,,205,,,
442,2669680,8127203,XVX-88-15,,,2/06/1996,18/08/1988,,,6,FALSE,2,31,,F8 J8,62325,,4217623,,,,,SOLD,,,,,COW,,,,,,206,,,
443,2669680,12761251,XVX-95-37,,,15/03/1999,23/08/1995,,,2,FALSE,32,28,,F12J4,662025,XVX-87-41        ,8127785,,,,,CULLED,UDR BD,,,,COW,,,,,,206,,,
444,2669680,13122232,GTML-95-60,,,,2/09/1995,,,3,FALSE,55,52,,F,90281,BMQM-88-6        ,6839901,,,,,,,,,,COW,,,,,50.9,207,69.7,89.4,18.3
445,2669680,8882616,XVX-90-23,,,4/09/1998,25/08/1990,,,6,FALSE,22,53,,F,84264,XVX-86-45        ,5705235,,,,,DIED,MLKFEV,,,,COW,,,,,,208,,,
446,2669680,12761284,XVX-95-41,,,1/05/1998,25/08/1995,,,1,FALSE,46,38,,F,63684,XVX-91-21        ,9637450,,,,,CULLED,FTC,,,,COW,,,,,,209,,,
447,2669680,4895868,XVX-85-40,,,16/05/1997,14/08/1985,,,8,FALSE,-5,52,DTR OF NO 174,F12J4,80268,,4217570,,,,,CULLED,NOTPREGNANT,,,,COW,,,,,,209,,,
448,2669680,8127094,XVX-89-21,,,5/05/1997,22/09/1989,,,6,FALSE,10,37,,F8,63071,XVX-86-35        ,5705122,,,,,CULLED,LAMEREM,,,,COW,,,,,,210,,,
449,2669680,12761234,XVX-95-63,,,4/12/1997,30/08/1995,,,1,FALSE,42,35,,F,662025,XVX-88-20        ,8127162,,,,,SOLD,LAMEREM,,,,COW,,,,,,210,,,
450,2669680,12761246,XVX-95-31,,,,20/08/1995,,,3,FALSE,34,49,,F12J4,63684,XVX-88-32        ,8170664,,,,,CULLED,INJURY,,,,COW,,,,,57.3,211,68.2,72.3,19.2
451,2669680,11202193,XVX-93-25,,,,17/08/1993,,,4,FALSE,35,53,,F8 J4,63206,XVX-89-38        ,8127147,,,,,,,,,,COW,,,,,48.8,212,74.1,,
452,2669680,10489325,XVX-92-35,,,1/05/1999,22/08/1992,,,5,FALSE,27,53,,F,62888,XVX-87-31        ,8127791,,,,,CULLED,NOTPREGNANT,,,,COW,,,,,,213,,,
453,2669680,9641090,XVX-91-47,,,,28/08/1991,,,7,FALSE,26,54,,F,63206,XVX-85-40        ,4895868,,,,,CULLED,UDR BD,,,,COW,,,,,44.5,214,78.9,,
454,2669680,9641068,XVX-91-38,,,16/05/1997,21/08/1991,,,4,FALSE,36,50,,F,63366,,4658818,,,,,CULLED,NOTPREGNANT,,,,COW,,,,,,215,,,
455,2669680,13191989,HHTV-95-42,,,,31/08/1995,,,3,FALSE,47,51,,F,90281,BKPY-91-24       ,9514824,,,,,,,,,,COW,,,,,22.7,215,69,75,19.4
456,2669680,9637455,XVX-91-57,,,11/03/1999,1/09/1991,,,6,FALSE,1,53,,F,63211,XVX-87-39        ,8127767,,,,,CULLED,OTHERD,,,,COW,,,,,,216,,,
457,2669680,11202200,XVX-93-4,,,,7/08/1993,,,5,FALSE,43,38,,F,63895,XVX-90-10        ,8882563,,,,,,,,,,COW,,,,,81.3,217,74.3,,
458,2669680,9641073,XVX-91-61,,,,2/09/1991,,,7,FALSE,31,51,,F12J4,63206,XVX-88-48        ,8127098,,,,,,,,,,COW,,,,,43.4,218,80,69.1,18.5
459,2669680,12761250,XVX-95-49,,,,26/08/1995,,,3,FALSE,36,51,,F,63684,XVX-92-51        ,10489338,,,,,,,,,,COW,,,,,32,219,68.2,,
460,2669680,8127106,XVX-89-14,,,,18/08/1989,,,9,FALSE,-3,44,,F6 J2,63071,XVX-86-41        ,5705130,,,,,,,,,,COW,,,,,-23.9,220,79,,
461,2669680,5705307,XVX-86-4,,,1/05/1998,23/07/1986,,,9,FALSE,6,53,DTR OF NO 204,F,81228,,4534272,,,,,CULLED,OLDAGE,,,,COW,,,,,,221,,,
462,2669680,8170672,XVX-88-55,,,2/06/1996,2/09/1988,,,6,FALSE,-12,40,,F12J4,62325,2/17035/84/8497  ,2815299,,,,,SOLD,,,,,COW,,,,,,222,,,
463,2669680,13099162,FCLQ-95-80,,,,3/09/1995,,,3,FALSE,47,51,,F,63684,CRDR-90-55       ,8479677,,,,,,,,,,COW,,,,,53.5,222,67.3,75.9,19.4
464,2669680,11202197,XVX-93-32,,,31/03/1999,20/08/1993,,,4,FALSE,40,52,,F12J4,63895,XVX-86-47        ,5705139,,,,,CULLED,NOTPREGNANT,,,,COW,,,,,,223,,,
465,2669680,13046981,CVBR-95-22,,,31/05/1998,21/08/1995,,,1,FALSE,25,45,,F12J4,89287,CVBR-89-20       ,7785178,,,,,CULLED,FTC,,,,COW,,,,,,224,,,
466,2669680,13099081,FCLQ-95-56,,,15/03/1999,19/08/1995,,,2,FALSE,19,49,,F,63684,CRDR-90-7        ,8479687,,,,,CULLED,LOWPRD,,,,COW,,,,,,225,,,
467,2669680,4895435,XVX-85-28,,,13/07/1996,7/08/1985,,,7,FALSE,26,47,DTR OF NO 58,F12J4,74230,,4217471,,,,,DIED,INJURY,,,,COW,,,,,,225,,,
468,2669680,9641099,XVX-91-5,,,20/08/1997,10/08/1991,,,5,FALSE,6,52,,F,63366,XVX-86-45        ,5705235,,,,,DIED,DIFCLV,,,,COW,,,,,,226,,,
469,2669680,9637461,XVX-91-58,,,,4/09/1991,,,7,FALSE,24,56,,F,63211,2/17035/84/8443  ,2815276,,,,,,,,,,COW,,,,,22.2,227,80.4,,
470,2669680,8127109,XVX-88-52,,,31/05/1998,1/09/1988,,,8,FALSE,23,43,,F,62325,2/17035/84/8418  ,2815256,,,,,CULLED,FTC,,,,COW,,,,,,228,,,
471,2669680,13046955,CVBR-95-24,,,,22/08/1995,,,3,FALSE,17,51,,F,89208,CVBR-87-4        ,6290964,,,,,,,,,,COW,,,,,-5.6,229,67.8,,
472,2669680,8127116,XVX-89-48,,,11/09/1998,29/08/1989,,,8,FALSE,5,42,,F6 J2,62888,XVX-86-32        ,5705364,,,,,CULLED,MASTREM,OLDAGE,,,COW,,,,,,230,,,
473,2669680,13191993,HHTV-95-36,,,,28/08/1995,,,3,FALSE,38,51,,F,90258,BKPY-91-3        ,9514838,,,,,,,,,,COW,,,,,25.4,231,68.3,67.7,19.4
474,2669680,11202219,XVX-93-27,,,17/12/1996,19/08/1993,,,2,FALSE,33,47,,F12J4,63622,XVX-87-13        ,8129789,,,,,DIED,BLOATREM,,,,COW,,,,,,231,,,
475,2669680,13122241,GTML-95-58,,,,31/08/1995,,,3,FALSE,24,51,,F,662628,GTML-91-10       ,9282968,,,,,,,,,,COW,,,,,36.5,232,69.3,90.7,18.8
476,2669680,5705156,XVX-86-36,,,13/03/1997,17/08/1986,,,8,FALSE,6,50,,F8 J8,79224,,4217469,,,,,DIED,BLOATREM,,,,COW,,,,,,232,,,
477,2669680,13046956,CVBR-95-28,,,,25/08/1995,,,3,FALSE,38,51,,F12J4,90274,CVBR-90-34       ,10275601,,,,,,,,,,COW,,,,,54.9,233,68.9,100.5,18.8
478,2669680,11202238,XVX-93-57,,,16/05/1997,30/08/1993,,,2,FALSE,-5,47,,F,63622,,4534272,,,,,CULLED,LOWPRD,,,,COW,,,,,,233,,,
479,2669680,8127771,XVX-87-52,,,31/05/1998,30/08/1987,,,9,FALSE,-7,48,,F8 J8,82252,,4217533,,,,,CULLED,OLDAGE,,,,COW,,,,,,234,,,
480,2669680,13122250,GTML-95-38,,,,22/08/1995,,17/10/1998,3,FALSE,45,51,,F12J4,90274,BMQM-89-38       ,7731329,,,,,,,,,,COW,,,,,67,235,68.5,86.8,18.1
481,2669680,12761281,XVX-95-56,,,,25/08/1995,,,3,FALSE,45,51,,F12J2,662224,XVX-92-37        ,10489299,,,,,,,,,,COW,,,,,53.8,236,69.4,82.9,14
482,2669680,4895515,XVX-85-57,,,5/05/1997,27/08/1985,,,8,FALSE,18,55,,F12J4,76226,,4217492,,,,,CULLED,OLDAGE,,,,COW,,,,,,236,,,
483,2669680,10489342,XVX-92-26,,,30/04/1999,17/08/1992,,,5,FALSE,-9,53,,F,63474,XVX-86-48        ,5705279,,,,,CULLED,UDR BD,,,,COW,,,,,,237,,,
484,2669680,11202228,XVX-93-21,,,16/05/1997,15/08/1993,,,2,FALSE,1,47,,F12J4,63087,2/17035/84/8499  ,2815301,,,,,CULLED,NOTPREGNANT,,,,COW,,,,,,238,,,
485,2669680,13191962,HHTV-95-38,,,8/10/1998,29/08/1995,,,2,FALSE,30,42,,F,90258,BKPY-92-37       ,10396730,,,,,DIED,INJURY,,,,COW,,,,,,238,,,
486,2669680,11202232,XVX-93-30,,,,19/08/1993,,,5,FALSE,20,41,,F12J4,63087,XVX-87-19        ,8127765,,,,,,,,,,COW,,,,,17.3,239,74.9,89.3,17.5
487,2669680,13099116,FCLQ-95-530,,,,25/08/1995,,,3,FALSE,50,52,,F,63684,CRDR-92-15       ,10062313,,,,,,,,,,COW,,,,,78.2,240,69.6,79.1,19.4
488,2669680,12761282,XVX-95-11,,,15/03/1999,14/08/1995,,,2,FALSE,28,48,,F8 J4,63684,XVX-89-68        ,8127132,,,,,CULLED,BADTYPE,,,,COW,,,,,,241,,,
489,2669680,11202235,XVX-93-17,,,5/05/1997,13/08/1993,,,2,FALSE,12,46,,F10,63206,XVX-89-71        ,8127163,,,,,CULLED,LOWPRD,,,,COW,,,,,,241,,,
490,2669680,9637439,XVX-91-48,,,,29/08/1991,,,7,FALSE,-1,56,,F,62888,XVX-87-35        ,8127787,,,,,,,,,,COW,,,,,42,242,80.1,,
491,2669680,13046989,CVBR-95-23,,,,22/08/1995,,,3,FALSE,25,52,,F,89208,BKHM-86-18       ,5855922,,,,,,,,,,COW,,,,,41.7,243,69.7,60,19.5
492,2669680,8127082,XVX-89-69,,,10/09/1998,18/09/1989,,,7,FALSE,5,43,,F4 J4,63071,2/17035/84/8421  ,2815259,,,,,CULLED,MASTREM,OLDAGE,,,COW,,,,,,244,,,
493,2669680,8127159,XVX-87-45,,,16/05/1997,20/08/1987,,,8,FALSE,-11,48,,F12J4,82266,,4217554,,,,,CULLED,LOWPRD,,,,COW,,,,,,245,,,
494,2669680,12761287,XVX-95-55,,,,25/08/1995,,,3,FALSE,25,47,,F,63895,XVX-92-5         ,10489317,,,,,,,,,,COW,,,,,9,245,65.7,,
495,2669680,13046979,CVBR-95-38,,,,3/09/1995,,,3,FALSE,33,51,,F,89219,CVBR-87-11       ,6290961,,,,,,,,,,COW,,,,,31.8,246,68.8,75.2,18.1
496,2669680,4895769,XVX-85-19,,,31/05/1998,31/07/1985,,,8,FALSE,7,53,DTR OF NO 152,F12J4,80224,,4217550,,,,,CULLED,FTC,,,,COW,,,,,,247,,,
497,2669680,13191991,HHTV-95-39,,,,29/08/1995,,,3,FALSE,53,50,,F,90274,BKPY-91-77       ,9514786,,,,,,,,,,COW,,,,,38.3,248,66.9,86.6,18
498,2669680,11202227,XVX-93-40,,,16/05/1997,2/09/1993,,,2,FALSE,13,45,,F,662244,,5054337,,,,,CULLED,NOTPREGNANT,,,,COW,,,,,,248,,,
499,2669680,9637457,XVX-91-12,,,1/05/1999,14/08/1991,,,6,FALSE,26,49,,F,63206,XVX-88-24        ,8127087,,,,,CULLED,NOTPREGNANT,,,,COW,,,,,,249,,,
500,2669680,13122244,GTML-95-40,,,,22/08/1995,,,3,FALSE,52,52,,F,90274,BMQM-89-21       ,7731359,,,,,,,,,,COW,,,,,90,250,69.6,71.4,11.5
501,2669680,8127766,XVX-87-42,,,30/04/1999,19/08/1987,,,10,FALSE,15,54,DTR OF NO 105,F12J4,82252,,4217510,,,,,CULLED,OLDAGE,,,,COW,,,,,,251,,,
502,2669680,5705235,XVX-86-45,,,16/05/1997,20/08/1986,,,8,FALSE,-7,51,,F,76248,,4613080,,,,,CULLED,LOWPRD,,,,COW,,,,,,252,,,
503,2669680,13099143,FCLQ-95-58,,,,23/08/1995,,,3,FALSE,27,52,,F12J4,63990,XLV-88-130       ,7290794,,,,,,,,,,COW,,,,,-15.1,252,69.4,92.7,18.9
504,2669680,13099149,FCLQ-95-20,,,,17/08/1995,,,3,FALSE,43,52,,F,63999,CRDR-91-36       ,9259812,,,,,,,,,,COW,,,,,48.9,253,69.7,66.8,11.5
505,2669680,5705241,XVX-86-38,,,5/05/1997,16/08/1986,,,8,FALSE,2,52,,F12J4,76264,,4217537,,,,,CULLED,LAMEREM,,,,COW,,,,,,253,,,
506,2669680,8127752,XVX-87-11,,,15/03/1999,30/07/1987,,,10,FALSE,14,54,,F12J4,82279,,4217606,,,,,CULLED,OLDAGE,HI CEL,,,COW,,,,,,254,,,
507,2669680,8127763,XVX-87-29,,,9/09/1997,12/08/1987,,,9,FALSE,33,52,,F12J4,81221,,4217431,,,,,DIED,MLKFEV,,,,COW,,,,,,255,,,
508,2669680,13099118,FCLQ-95-43,,,,21/08/1995,,,3,FALSE,56,50,,F,63999,CRDR-92-61       ,10062303,,,,,,,,,,COW,,,,,71.6,256,66.5,87.9,13.9
509,2669680,13191972,HHTV-95-41,,,,30/08/1995,,,3,FALSE,92,49,,F,90274,,6061891,,,,,,,,,,COW,,,,,182.1,257,67.7,97.4,11.1
510,2669680,13191987,HHTV-95-43,,,30/07/1997,3/09/1995,,,1,FALSE,51,43,,F,89219,BKPY-91-57       ,9514796,,,,,SOLD,,,,,COW,,,,,,258,,,
511,2669680,9637446,XVX-91-16,,,9/09/1998,15/08/1991,,,5,FALSE,10,50,,F12J4,63206,XVX-88-28        ,8127137,,,,,DIED,UNKNWN,,,,COW,,,,,,259,,,
512,2669680,10489327,XVX-92-3,,,,4/08/1992,,,6,FALSE,1,50,,F12J4,62888,,4217546,,,,,,,,,,COW,,,,,-1.5,260,77.6,,
513,2669680,13191961,HHTV-95-37,,,,28/08/1995,,,3,FALSE,47,51,,F,90274,CQGL-89-43       ,7823321,,,,,,,,,,COW,,,,,18.2,261,68.9,79.8,14.1
514,2669680,10489318,XVX-92-49,,,,29/08/1992,,,6,FALSE,27,51,,F12J4,63202,2/17035/84/8491  ,2815294,,,,,,,,,,COW,,,,,47.1,262,78.4,92.9,18.8
515,2669680,10489329,XVX-92-31,,,,19/08/1992,,,6,FALSE,38,54,,F,63366,XVX-85-4         ,4895960,,,,,,,,,,COW,,,,,68.1,263,78.4,71.3,19
516,2669680,10489331,XVX-92-38,,,16/05/1997,23/08/1992,,,3,FALSE,-7,49,,F12,62888,XVX-86-30        ,5705200,,,,,CULLED,LOWPRD,,,,COW,,,,,,264,,,
517,2669680,13099114,FCLQ-95-70,,,,30/08/1995,,,3,FALSE,73,52,,F8 A4,90281,XLV-89-53        ,8168211,,,,,,,,,,COW,,,,,139.9,264,69.7,100.9,14.8
518,2669680,13191967,HHTV-95-35,,,,28/08/1995,,,3,FALSE,43,51,,F,89219,BKPY-92-74       ,10396690,,,,,,,,,,COW,,,,,48.8,265,69.5,,
519,2669680,10489328,XVX-92-63,,,,8/09/1992,,,6,FALSE,30,56,,F12J4,63206,2/17035/84/8497  ,2815299,,,,,,,,,,COW,,,,,45,266,78.9,73.5,14.6
520,2669680,10489298,XVX-92-4,,,2/06/1996,5/08/1992,,,2,FALSE,4,45,,F8 J4,63206,XVX-89-29        ,8127131,,,,,SOLD,,,,,COW,,,,,,267,,,
521,2669680,13046971,CVBR-95-36,,,,2/09/1995,,,3,FALSE,37,49,,F,89219,CVBR-90-1        ,8631592,,,,,,,,,,COW,,,,,59.9,267,69,69.5,14.5
522,2669680,10489316,XVX-92-14,,,,12/08/1992,,,6,FALSE,4,54,,F,62888,XVX-86-18        ,5705337,,,,,,,,,,COW,,,,,1.8,268,78.8,55.8,14.5
523,2669680,13122264,GTML-95-5,,,,8/08/1995,,,3,FALSE,40,51,,F,90242,GTML-91-32       ,9270171,,,,,,,,,,COW,,,,,41.5,269,68.4,62.8,11.4
524,2669680,10489326,XVX-92-32,,,,20/08/1992,,,6,FALSE,6,54,,F,63474,XVX-87-30        ,8127761, ,,,,,,,,,COW,,,,,-12.5,325,77.3,77,19.1
525,2669680,12761273,XVX-95-1,,,,5/08/1995,,,3,FALSE,38,36,,F,662224,XVX-90-20        ,8882606,,,,,,,,,,COW,,,,,83.8,271,67.4,97.5,16.9
526,2669680,12761292,XVX-95-48,,,,25/08/1995,,,3,FALSE,21,51,,F,63684,XVX-85-40        ,4895868,,,,,,,,,,COW,,,,,25.6,272,69.4,54.9,11.4
527,2669680,12761299,XVX-95-33,,,,22/08/1995,,,3,FALSE,3,51,,F,63684,XVX-91-48        ,9637439,,,,,,,,,,COW,,,,,-67,273,69,74,18.8
528,2669680,12761300,XVX-95-26,,,31/05/1998,19/08/1995,,,1,FALSE,33,43,,F10J2,662025,XVX-89-69        ,8127082,,,,,CULLED,FTC,,,,COW,,,,,,274,,,
529,2669680,12761298,XVX-95-52,,,,24/08/1995,,,3,FALSE,24,51,,F,63684,XVX-92-26        ,10489342,,,,,,,,,,COW,,,,,36.2,275,68.8,55.7,11.4
530,2669680,12761264,XVX-95-9,,,1/05/1999,14/08/1995,,,2,FALSE,-5,48,,F,63622,XVX-92-55        ,10489301,,,,,CULLED,NOTPREGNANT,,,,COW,,,,,,276,,,
531,2669680,12761260,XVX-95-28,,,,19/08/1995,,,3,FALSE,27,52,,F,63684,XVX-90-50        ,8882614,,,,,,,,,,COW,,,,,34.4,277,69.7,89.4,18.8
532,2669680,12761258,XVX-95-46,,,1/05/1999,25/08/1995,,,2,FALSE,6,49,,F,63684,XVX-92-6         ,10489323,,,,,CULLED,ABORT,,,,COW,,,,,,278,,,
533,2669680,12761252,CQQR-95-10,,,,31/08/1995,,,3,FALSE,28,48,,F,63684,XVX-91-31        ,9641092,,,,,,,,,,COW,,,,,,279,,,
534,,16122437,JKRP-98-48,,,,16/08/1998,,,,FALSE,25,31,,F     ,663409,XVX-93-5,,,,,,,,,,,HEIFER,,,,,33.5,98048,16,59,16.5
535,,16051638,JKRP-98-49,,,,18/08/1998,,,,FALSE,61,12,,F8    ,,HHTV-95-39,,,,,,,,,,,HEIFER,,,,,76.7,98049,6.4,80.6,14.2
536,,16122439,JKRP-98-51,,,,20/08/1998,,,,FALSE,60,14,,F7 J1 ,,XVX-92-15,,,,,,,,,,,HEIFER,,,,,81.5,98051,7.3,83.3,14.4
537,,16122442,JKRP-98-52,,,,21/08/1998,,,,FALSE,53,38,,F12J2 ,63999,XVX-93-25,,,,,,,,,,,HEIFER,,,,,70.7,98052,19.7,,
538,,16122446,JKRP-98-54,,,,23/08/1998,,,,FALSE,50,39,,F     ,63999,XVX-92-63,,,,,,,,,,,HEIFER,,,,,64.8,98054,20.1,74.7,17.6
539,,16032793,JKRP-98-55,,,,30/08/1998,,,,FALSE,41,40,,F     ,63999,DGDW-92-42,,,,,,,,,,,HEIFER,,,,,47.9,98055,20.6,,
540,2669680,15592544,JKRP-98-46,,,,13/08/1998,,,,FALSE,90,38,,F12J3,662507,DGDW-93-23       ,10820917,,,,,,,,,,HEIFER,,,,,124,98046,19.4,,
541,2669680,15592543,JKRP-98-45,,,,13/08/1998,,,,FALSE,60,37,,F,662502,XVX-92-40        ,10489349,,,,,,,,,,HEIFER,,,,,78.4,98045,19,,
542,2669680,15592542,JKRP-98-44,,,,13/08/1998,,,,FALSE,49,38,,F13J1,63999,XVX-90-24        ,8882594,,,,,,,,,,HEIFER,,,,,62.1,98044,19.9,,
